# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Dec  5 09:31:27 2023
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN st_spectype:    Spectral Type
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_jmag:        J (2MASS) Magnitude
# COLUMN sy_hmag:        H (2MASS) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_w1mag:       W1 (WISE) Magnitude
# COLUMN sy_w2mag:       W2 (WISE) Magnitude
# COLUMN sy_w3mag:       W3 (WISE) Magnitude
# COLUMN sy_w4mag:       W4 (WISE) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_tmag:        TESS Magnitude
#
pl_name,pl_radj,pl_bmassj,pl_dens,pl_orbeccen,pl_eqt,pl_orbincl,st_spectype,sy_dist,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_tmag
Kepler-116 b,0.305,0.03640,1.590000,0.000000,1251,89.250,,955.1680000,14.4340000,13.7440000,12.7030000,12.4860000,12.3830000,12.4070000,12.4750000,12.5060000,9.3200000,13.6894000,13.2931000
Kepler-116 c,0.205,0.01860,2.660000,0.000000,964,88.050,,955.1680000,14.4340000,13.7440000,12.7030000,12.4860000,12.3830000,12.4070000,12.4750000,12.5060000,9.3200000,13.6894000,13.2931000
Kepler-1160 b,0.191,0.01640,2.930000,0.000000,839,89.740,,1077.6300000,16.9360000,16.0060000,14.5790000,14.2150000,14.1600000,14.0490000,14.0920000,12.9250000,9.3250000,15.8003000,15.2965000
Kepler-1161 b,0.190,0.01630,2.950000,0.000000,485,88.160,,547.7260000,17.2250000,16.1630000,13.8750000,13.2570000,13.1410000,13.0840000,13.1850000,12.4450000,9.2310000,15.8004000,15.0070000
Kepler-1162 b,0.197,0.01740,2.810000,0.000000,490,89.510,,940.2110000,16.4390000,15.7490000,14.1780000,13.7600000,13.7530000,13.5700000,13.6190000,13.1080000,9.5540000,15.4855000,14.9515000
Kepler-1162 c,0.168,0.01240,3.640000,0.000000,401,89.550,,940.2110000,16.4390000,15.7490000,14.1780000,13.7600000,13.7530000,13.5700000,13.6190000,13.1080000,9.5540000,15.4855000,14.9515000
Kepler-1163 b,0.092,0.00340,5.430000,0.000000,1211,88.220,,478.6470000,12.6550000,12.2080000,11.2530000,10.9820000,10.9710000,10.9270000,10.9700000,10.9840000,9.6220000,12.1183000,11.7557000
Kepler-1164 b,0.100,0.00459,5.710000,0.000000,936,88.570,,431.6220000,15.8960000,14.3210000,12.7190000,12.2610000,12.2030000,12.1420000,12.1980000,12.3210000,8.4240000,14.0899000,13.5197000
Kepler-1165 b,0.138,0.00951,4.460000,0.000000,946,89.460,,1575.2000000,14.5610000,14.5210000,13.3620000,13.0800000,13.0700000,12.9910000,13.0590000,13.0430000,9.5530010,14.3923000,13.9708000
Kepler-1165 c,0.300,0.03540,1.620000,0.000000,644,89.520,,1575.2000000,14.5610000,14.5210000,13.3620000,13.0800000,13.0700000,12.9910000,13.0590000,13.0430000,9.5530010,14.3923000,13.9708000
Kepler-1166 b,0.151,0.01100,3.980000,0.000000,486,89.750,,634.9060000,15.3120000,14.6500000,13.2230000,12.8220000,12.7370000,12.7010000,12.7580000,12.7300000,9.5510000,14.4660000,13.9408000
Kepler-1167 b,0.153,0.01120,3.920000,0.000000,1419,89.760,,820.9050000,17.1330000,16.0470000,14.3270000,13.8190000,13.6630000,13.6160000,13.7120000,13.2730000,9.2940000,15.9292000,15.2776000
Kepler-1168 b,0.223,0.02140,2.390000,0.000000,379,89.980,,752.6660000,16.6330000,15.7550000,14.1460000,13.7710000,13.6860000,13.5650000,13.5970000,12.9340000,9.5380000,15.6088000,15.0158000
Kepler-1169 b,0.084,0.00245,5.150000,0.000000,1125,89.160,,522.8230000,13.4840000,12.7070000,11.7190000,11.4560000,11.4090000,11.3620000,11.3980000,11.2710000,9.3120000,12.6852000,12.2748000
Kepler-117 b,0.719,0.09400,0.300000,0.049300,984,88.740,F8 V,1455.5700000,15.0560000,14.2820000,13.3240000,12.9880000,13.0110000,12.9590000,12.9840000,12.5190000,9.0580000,14.2472000,13.8478000
Kepler-117 c,1.101,1.84000,1.740000,0.032300,704,89.640,F8 V,1455.5700000,15.0560000,14.2820000,13.3240000,12.9880000,13.0110000,12.9590000,12.9840000,12.5190000,9.0580000,14.2472000,13.8478000
Kepler-1170 b,0.215,0.02010,2.510000,0.000000,705,89.990,,1050.4500000,16.8640000,16.2040000,14.4580000,13.9950000,13.8060000,13.9150000,13.9870000,13.0930000,9.4300000,15.9093000,15.3012000
Kepler-1171 b,0.228,0.02230,2.320000,0.000000,2700,86.820,,573.0000000,11.8510000,11.6470000,10.7530000,10.5870000,10.5470000,10.5190000,10.5530000,10.5480000,9.2250000,11.4587000,11.1720000
Kepler-1172 b,0.285,0.03250,1.730000,0.000000,675,88.670,,1306.5300000,16.9500000,16.0830000,14.6250000,14.2410000,14.1400000,14.1740000,14.1400000,12.8870000,9.0880000,15.8463000,15.3236000
Kepler-1173 b,0.079,0.00201,4.990000,0.000000,1650,80.420,,377.0600000,14.9400000,13.8960000,12.4160000,11.9770000,11.8840000,11.7980000,11.8390000,11.9070000,9.3190000,13.8043000,13.2177000
Kepler-1174 b,0.142,0.00993,4.310000,0.000000,1156,89.840,,1408.7500000,14.6780000,14.2710000,13.1510000,12.8100000,12.7620000,12.7180000,12.7410000,13.0260000,9.3960000,14.1590000,13.7214000
Kepler-1175 b,0.267,0.02900,1.900000,0.000000,515,89.790,,1121.8900000,16.9400000,15.9720000,14.6280000,14.2790000,14.1490000,14.1570000,14.1870000,13.1620000,9.5540000,15.9163000,15.4099000
Kepler-1176 b,0.219,0.02070,2.450000,0.000000,595,89.760,,864.6990000,15.8010000,15.2700000,13.7600000,13.3980000,13.3100000,13.3010000,13.3630000,12.2050000,9.5510000,15.0496000,14.5186000
Kepler-1177 b,0.170,0.01340,3.420000,0.000000,377,89.320,,1299.9700000,15.6450000,14.7730000,13.3500000,13.0350000,12.9670000,12.8990000,12.9310000,13.1830000,9.5980000,14.5078000,14.0312000
Kepler-1178 b,0.095,0.00390,5.560000,0.000000,378,89.500,,482.2870000,15.1510000,14.2120000,12.3230000,11.8260000,11.7350000,11.6390000,11.6760000,11.5930000,9.3400000,13.9597000,13.3643000
Kepler-1179 b,0.118,0.00724,5.500000,0.000000,1137,86.690,,415.2050000,15.4180000,14.2140000,12.6990000,12.2460000,12.1890000,12.1520000,12.2080000,12.2250000,9.4520000,14.0675000,13.5109000
Kepler-118 b,0.175,0.01420,3.280000,0.000000,784,89.630,,574.2280000,15.9730000,14.8670000,13.2500000,12.7690000,12.7110000,12.6260000,12.7090000,11.9950000,9.3790000,14.7187000,14.1203000
Kepler-118 c,0.685,0.14400,0.554000,0.000000,564,89.610,,574.2280000,15.9730000,14.8670000,13.2500000,12.7690000,12.7110000,12.6260000,12.7090000,11.9950000,9.3790000,14.7187000,14.1203000
Kepler-1180 b,0.178,0.01450,3.220000,0.000000,765,87.770,,1596.8000000,15.7420000,15.0810000,13.8870000,13.5480000,13.5210000,13.5270000,13.6060000,12.8680000,9.4520000,14.9844000,14.5287000
Kepler-1181 b,0.140,0.00972,4.390000,0.000000,1374,88.820,,938.4170000,14.1370000,13.5490000,12.6060000,12.3850000,12.3630000,12.3150000,12.3320000,12.4680000,9.4610000,13.4553000,13.1137000
Kepler-1181 c,0.156,0.01260,3.600000,0.000000,1124,86.050,,938.4170000,14.1370000,13.5490000,12.6060000,12.3850000,12.3630000,12.3150000,12.3320000,12.4680000,9.4610000,13.4553000,13.1137000
Kepler-1182 b,0.215,0.02010,2.510000,0.000000,796,89.940,,1545.3900000,16.2120000,15.7420000,14.1100000,13.7700000,13.6700000,13.6020000,13.6390000,13.2900000,9.6980000,15.3453000,14.8372000
Kepler-1183 b,0.252,0.02630,2.050000,0.000000,555,88.470,,1919.1900000,16.6150000,15.9680000,14.4930000,14.1490000,14.0060000,13.9180000,13.9260000,12.2050000,9.1640000,15.8301000,15.2699000
Kepler-1184 b,0.239,0.02410,2.180000,0.000000,529,89.200,,1157.8400000,15.6590000,14.9900000,13.8660000,13.5540000,13.4900000,13.4740000,13.5300000,12.4450000,9.5760000,14.9314000,14.4980000
Kepler-1185 b,0.119,0.00733,5.440000,0.000000,355,89.840,,459.2730000,13.7930000,12.6300000,11.3860000,11.0390000,10.9810000,10.9670000,11.0080000,11.1060000,8.8760000,12.5524000,12.0699000
Kepler-1186 b,0.199,0.01760,2.770000,0.000000,724,89.890,,1337.2500000,16.1130000,15.3670000,14.1440000,13.8090000,13.6720000,13.6670000,13.7270000,12.7950000,9.5110000,15.2673000,14.7825000
Kepler-1187 b,0.233,0.02300,2.260000,0.000000,701,87.720,,1020.5300000,15.1300000,14.7300000,13.5070000,13.1550000,13.1510000,13.0470000,13.0510000,12.4260000,9.3900000,14.5664000,14.1065000
Kepler-1188 b,0.186,0.01570,3.040000,0.000000,775,89.920,,1717.4800000,15.6940000,14.9410000,13.9210000,13.6130000,13.5190000,13.5350000,13.5870000,12.4840000,9.1610000,14.9676000,14.5294000
Kepler-1189 b,0.158,0.01190,3.750000,0.000000,1158,88.980,,782.8520000,15.1950000,14.4630000,13.0660000,12.7700000,12.6750000,12.6570000,12.7060000,12.6110000,9.1710000,14.2490000,13.7562000
Kepler-119 b,0.321,0.03980,1.480000,0.000000,1213,89.560,,701.9960000,14.9730000,14.3750000,12.9970000,12.6360000,12.5800000,12.5180000,12.5700000,13.1430000,9.4830000,14.2004000,13.6953000
Kepler-119 c,0.082,0.00227,5.090000,0.000000,1016,88.650,,701.9960000,14.9730000,14.3750000,12.9970000,12.6360000,12.5800000,12.5180000,12.5700000,13.1430000,9.4830000,14.2004000,13.6953000
Kepler-1190 b,0.119,0.00733,5.440000,0.000000,609,89.980,,342.5090000,16.1070000,14.6650000,12.8620000,12.2950000,12.2120000,12.1140000,12.2030000,11.9660000,9.5390000,14.4940000,13.8287000
Kepler-1191 b,0.135,0.00909,4.610000,0.000000,952,89.840,,955.5360000,16.5230000,15.3190000,14.0810000,13.6480000,13.5260000,13.5270000,13.6090000,13.1620000,9.7300000,15.3125000,14.7794000
Kepler-1192 b,0.211,0.01940,2.580000,0.000000,600,89.780,,1304.1900000,16.6360000,15.8580000,14.4930000,14.1000000,13.9220000,14.0550000,14.1700000,12.5860000,8.8990000,15.6807000,15.1878000
Kepler-1193 b,0.118,0.00724,5.500000,0.000000,1453,87.570,,802.1160000,14.3370000,13.5770000,12.4250000,12.0900000,12.0650000,11.9610000,12.0080000,11.6470000,8.9170000,13.4208000,12.9919000
Kepler-1194 b,0.135,0.00909,4.610000,0.000000,676,89.480,,757.3820000,14.8930000,14.3100000,12.9010000,12.5430000,12.4450000,12.4540000,12.5240000,12.3220000,8.6310000,14.1034000,13.6048000
Kepler-1195 b,0.186,0.01570,3.040000,0.000000,702,88.490,,918.5660000,17.1090000,16.0030000,14.4420000,13.9490000,13.7120000,13.8100000,13.8850000,12.7400000,8.9520000,15.9123000,15.3039000
Kepler-1196 b,0.199,0.01760,2.770000,0.000000,436,89.030,,922.3330000,15.8110000,15.0090000,13.6470000,13.2890000,13.2620000,13.1930000,13.2320000,12.2280000,9.3510000,14.8324000,14.3430000
Kepler-1197 b,0.112,0.00660,5.910000,0.000000,1011,89.960,,486.9400000,16.7060000,15.3460000,13.4700000,12.9100000,12.8140000,12.6950000,12.6810000,12.5590000,9.3740000,15.1132000,14.4234000
Kepler-1198 b,0.131,0.00869,4.770000,0.000000,830,89.890,,743.0300000,15.9590000,14.9860000,13.4830000,13.1490000,13.0120000,12.9950000,13.0630000,12.3350000,9.3130000,14.7693000,14.2473000
Kepler-1199 b,0.103,0.00505,5.780000,0.000000,931,89.940,,563.4930000,14.0180000,13.1730000,11.9650000,11.6560000,11.5810000,11.5410000,11.5690000,11.4150000,9.2340000,13.0302000,12.6072000
Kepler-12 b,1.754,0.43200,0.110000,0.000000,1480,88.796,,881.3860000,14.2710000,13.4680000,12.4060000,12.1070000,12.0660000,12.0510000,12.0790000,11.8820000,9.1160000,13.3596000,12.9614000
Kepler-120 b,0.192,0.02700,4.700000,0.000000,575,89.910,M0 V,388.6300000,16.9120000,14.9950000,13.0190000,12.4180000,12.3070000,12.2560000,12.3280000,12.4400000,9.2540000,14.7188000,14.0065000
Kepler-120 c,0.136,0.00930,4.540000,0.000000,455,89.640,M0 V,388.6300000,16.9120000,14.9950000,13.0190000,12.4180000,12.3070000,12.2560000,12.3280000,12.4400000,9.2540000,14.7188000,14.0065000
Kepler-1200 b,0.095,0.00377,5.540000,0.000000,1174,87.680,,588.7150000,17.5670000,16.0600000,13.9600000,13.3790000,13.2020000,13.1540000,13.2990000,12.5800000,9.2180000,15.7889000,15.0274000
Kepler-1201 b,0.204,0.01840,2.680000,0.000000,789,86.770,,944.2410000,15.4560000,14.7650000,13.5620000,13.2650000,13.1570000,13.1620000,13.2200000,12.3570000,8.6900000,14.7003000,14.2270000
Kepler-1202 b,0.262,0.02820,1.940000,0.000000,547,86.680,,1175.3800000,16.7240000,15.8330000,14.3480000,14.0460000,13.9460000,13.8280000,13.9300000,13.0720000,9.4710000,15.6084000,15.0956000
Kepler-1203 b,0.095,0.00377,5.540000,0.000000,1188,83.780,,317.0220000,16.9900000,15.3850000,12.8610000,12.1910000,12.0590000,12.0100000,12.0770000,12.1230000,9.3200000,14.9147000,14.0801000
Kepler-1204 b,0.272,0.03000,1.850000,0.000000,448,89.980,,1175.2200000,16.0030000,15.4500000,14.1190000,13.8010000,13.7710000,13.7770000,13.8470000,12.8140000,9.3440000,15.2950000,14.8160000
Kepler-1205 b,0.126,0.00809,5.040000,0.000000,1667,76.410,,698.4850000,16.2530000,15.3160000,13.8700000,13.4090000,13.2620000,12.9850000,13.0200000,12.5830000,9.3290010,15.1303000,14.5479000
Kepler-1206 b,0.146,0.01050,4.150000,0.000000,1314,89.770,,762.0190000,17.2610000,15.9710000,14.2900000,13.7620000,13.7420000,13.3860000,13.7710000,12.7060000,9.3220000,15.9286000,15.2659000
Kepler-1207 b,0.145,0.01020,4.210000,0.000000,802,88.350,,1754.1900000,15.3100000,14.5950000,13.3650000,13.0710000,13.0170000,12.9890000,13.0070000,13.0510000,9.4250000,14.4485000,13.9921000
Kepler-1208 b,0.207,0.01890,2.640000,0.000000,665,88.440,,825.1760000,16.8720000,16.2560000,14.4200000,13.9230000,13.7880000,13.7470000,13.8450000,12.5000000,9.2680000,15.9464000,15.3121000
Kepler-1209 b,0.135,0.00909,4.610000,0.000000,755,87.870,,505.5310000,13.4930000,12.5540000,11.4990000,11.2740000,11.2390000,11.2080000,11.2440000,11.4510000,9.5420000,12.4115000,12.0388000
Kepler-121 b,0.209,0.01910,2.610000,0.000000,997,85.790,,510.5230000,15.9130000,14.9040000,13.3200000,12.8860000,12.7960000,12.7380000,12.8090000,12.1210000,9.3700000,14.6770000,14.1155000
Kepler-121 c,0.203,0.01820,2.710000,0.000000,425,88.720,,510.5230000,15.9130000,14.9040000,13.3200000,12.8860000,12.7960000,12.7380000,12.8090000,12.1210000,9.3700000,14.6770000,14.1155000
Kepler-1210 b,0.152,0.01110,3.950000,0.000000,856,89.390,,1176.5300000,16.7830000,15.6490000,14.2660000,13.9360000,13.8330000,13.8310000,13.9590000,13.2600000,9.5200010,15.5660000,15.0466000
Kepler-1211 b,0.227,0.02210,2.330000,0.000000,840,84.660,,1826.5300000,16.7530000,16.0160000,14.7530000,14.3250000,14.3180000,14.3000000,14.3840000,13.0160000,9.1050000,15.8278000,15.3535000
Kepler-1212 b,0.191,0.01640,2.930000,0.000000,795,89.930,,1316.5700000,15.8000000,15.1330000,13.8720000,13.5440000,13.5650000,13.4710000,13.5070000,12.5200000,9.2690000,15.0235000,14.5562000
Kepler-1213 b,0.106,0.00570,5.900000,0.000000,1156,80.060,,807.8120000,13.8590000,13.4160000,12.3670000,12.0430000,11.9880000,11.9650000,12.0070000,12.0840000,9.6250000,13.3420000,12.9266000
Kepler-1214 b,0.211,0.01940,2.580000,0.000000,591,89.820,,729.2270000,16.2690000,15.4590000,13.8320000,13.3840000,13.3510000,13.1950000,13.2420000,13.0880000,8.9080000,15.2226000,14.6382000
Kepler-1215 b,0.109,0.00624,5.990000,0.000000,1046,89.760,,661.0220000,15.4410000,14.5390000,13.1620000,12.8070000,12.7140000,12.6870000,12.7470000,12.9730000,9.5140000,14.4254000,13.9003000
Kepler-1216 b,0.124,0.00790,5.140000,0.000000,1191,89.550,,1258.3600000,16.0760000,15.2620000,13.9700000,13.6430000,13.6130000,13.5490000,13.5800000,13.0610000,9.4510000,15.1070000,14.6382000
Kepler-1217 b,0.178,0.01450,3.220000,0.000000,1542,89.190,,1347.7100000,15.7470000,15.3430000,14.1210000,13.8340000,13.8070000,13.7920000,13.8720000,12.8900000,9.5470000,15.2415000,14.7909000
Kepler-1218 b,0.128,0.00839,4.910000,0.000000,684,88.010,,840.5030000,14.6140000,13.7300000,12.5010000,12.2270000,12.1770000,12.1270000,12.1570000,11.8530000,9.2350000,13.5511000,13.1286000
Kepler-1219 b,0.189,0.01620,2.960000,0.000000,1159,89.400,,880.8950000,12.9180000,12.3390000,11.1360000,10.8460000,10.8090000,10.7380000,10.7740000,10.7030000,9.3170000,12.2321000,11.7902000
Kepler-122 b,0.209,0.01910,2.610000,0.000000,1159,89.920,,1027.4500000,14.9790000,14.4030000,13.1730000,12.8870000,12.8260000,12.8040000,12.8390000,12.9600000,8.7360000,14.2223000,13.7867000
Kepler-122 c,0.524,0.09120,0.788000,0.000000,897,89.390,,1027.4500000,14.9790000,14.4030000,13.1730000,12.8870000,12.8260000,12.8040000,12.8390000,12.9600000,8.7360000,14.2223000,13.7867000
Kepler-122 d,0.196,0.01720,2.830000,0.000000,747,89.990,,1027.4500000,14.9790000,14.4030000,13.1730000,12.8870000,12.8260000,12.8040000,12.8390000,12.9600000,8.7360000,14.2223000,13.7867000
Kepler-122 e,0.232,0.08700,8.660000,0.000000,618,89.970,,1027.4500000,14.9790000,14.4030000,13.1730000,12.8870000,12.8260000,12.8040000,12.8390000,12.9600000,8.7360000,14.2223000,13.7867000
Kepler-122 f,0.156,0.11300,36.900000,0.000000,543,89.970,,1027.4500000,14.9790000,14.4030000,13.1730000,12.8870000,12.8260000,12.8040000,12.8390000,12.9600000,8.7360000,14.2223000,13.7867000
Kepler-1220 b,0.136,0.00920,4.570000,0.000000,899,88.860,,961.9070000,15.8980000,15.1940000,13.7060000,13.3450000,13.2080000,13.1640000,13.2740000,13.1450000,9.5600000,14.9649000,14.4435000
Kepler-1221 b,0.168,0.01320,3.470000,0.000000,632,88.530,,913.6500000,16.5730000,15.9090000,14.1170000,13.7350000,13.6650000,13.5940000,13.6630000,13.1640000,9.4230000,15.5804000,15.0115000
Kepler-1222 b,0.070,0.00131,4.660000,0.000000,1246,87.570,,415.2180000,15.2390000,14.2100000,12.7040000,12.2640000,12.1870000,12.1490000,12.2010000,12.4190000,9.3590000,14.0908000,13.5242000
Kepler-1223 b,0.109,0.00624,5.990000,0.000000,557,86.860,,459.9570000,15.7060000,14.9110000,13.0550000,12.5610000,12.4290000,12.3680000,12.4320000,12.1180000,8.6760000,14.6119000,13.9552000
Kepler-1224 b,0.119,0.00733,5.440000,0.000000,872,89.500,,559.5980000,14.2570000,12.9260000,11.8910000,11.6350000,11.5880000,11.5610000,11.6020000,11.4490000,9.2730000,12.8250000,12.4299000
Kepler-1225 b,0.162,0.01250,3.620000,0.000000,1453,88.920,,1347.5200000,15.4970000,14.8190000,13.6640000,13.3730000,13.2820000,13.2750000,13.3080000,12.8300000,9.3450000,14.6320000,14.2207000
Kepler-1226 b,0.129,0.00849,4.870000,0.000000,809,85.040,,1125.7200000,14.7610000,14.3240000,13.0680000,12.7410000,12.6450000,12.6470000,12.6910000,13.0990000,9.4830000,14.1497000,13.7054000
Kepler-1227 b,0.204,0.01840,2.680000,0.000000,369,89.750,,623.7060000,14.8710000,14.2760000,12.9630000,12.6360000,12.5070000,12.4770000,12.4890000,12.3200000,9.3940000,14.1758000,13.6907000
Kepler-1228 b,0.137,0.00940,4.500000,0.000000,1757,89.560,,515.4530000,16.0510000,15.0610000,13.3830000,12.8770000,12.7990000,12.7890000,12.8340000,12.8240000,9.3550000,14.8612000,14.2710000
Kepler-1229 b,0.125,0.00800,5.090000,0.000000,212,89.997,,265.4820000,16.5140000,16.1240000,13.2280000,12.5730000,12.3740000,12.2120000,12.1920000,11.4260000,8.9120000,15.5104000,14.4978000
Kepler-123 b,0.262,0.17400,12.000000,0.000000,817,89.170,,1021.6600000,14.6550000,14.1290000,12.9820000,12.7250000,12.6550000,12.6100000,12.6780000,11.9260000,8.8670000,14.0212000,13.5949000
Kepler-123 c,0.132,0.00879,4.730000,0.000000,706,89.830,,1021.6600000,14.6550000,14.1290000,12.9820000,12.7250000,12.6550000,12.6100000,12.6780000,11.9260000,8.8670000,14.0212000,13.5949000
Kepler-1230 b,0.242,0.02450,2.150000,0.000000,946,83.620,,1364.2200000,16.2330000,15.6280000,14.2320000,13.8750000,13.9150000,13.8120000,13.8300000,12.7960000,9.4330000,15.2743000,14.8144000
Kepler-1231 b,0.127,0.00819,4.990000,0.000000,870,89.650,,987.2370000,15.3670000,14.8080000,13.5500000,13.2380000,13.1750000,13.0780000,13.1220000,12.8710000,9.2090000,14.7140000,14.2256000
Kepler-1232 b,0.172,0.01380,3.350000,0.000000,523,89.950,,632.8650000,15.9390000,14.9700000,13.4510000,13.0870000,12.9650000,12.8630000,12.9970000,13.0610000,9.2110000,14.7619000,14.2122000
Kepler-1233 b,0.232,0.02290,2.270000,0.000000,604,89.390,,1178.7000000,14.1640000,14.8200000,13.5940000,13.3160000,13.2580000,13.2170000,13.2820000,12.4220000,9.0600000,14.6594000,14.2417000
Kepler-1234 b,0.251,0.02610,2.060000,0.000000,625,89.350,,916.7490000,17.3320000,15.9150000,14.3540000,13.8630000,13.7970000,13.6950000,13.7530000,13.0650000,9.4340000,15.8780000,15.2468000
Kepler-1235 b,0.070,0.00131,4.660000,0.000000,985,89.680,,540.6040000,14.9280000,14.0790000,12.6310000,12.2730000,12.1990000,12.1760000,12.2520000,12.3990000,8.7670000,13.8765000,13.3661000
Kepler-1236 b,0.191,0.01640,2.930000,0.000000,480,89.720,,999.6400000,16.6760000,16.1450000,14.5510000,14.0980000,14.0180000,14.0020000,14.0940000,12.9360000,9.1160000,15.9248000,15.3409000
Kepler-1237 b,0.255,0.02690,2.010000,0.000000,366,89.990,,1064.3100000,16.8640000,16.0120000,14.3260000,13.9700000,13.8510000,13.8670000,13.9270000,13.2760000,9.5540000,15.7553000,15.1631000
Kepler-1238 b,0.172,0.01380,3.350000,0.000000,1389,78.140,,1632.1300000,15.4670000,14.9190000,13.6250000,13.3410000,13.2590000,13.2630000,13.2630000,11.2830000,8.2620000,14.7328000,14.2804000
Kepler-1239 b,0.259,0.02750,1.970000,0.000000,1183,89.300,,2140.6000000,15.8040000,15.3910000,14.3400000,14.1220000,14.3540000,,,,,15.3947000,14.9355000
Kepler-124 b,0.065,0.00099,4.450000,0.000000,892,70.060,,420.0460000,15.5220000,14.4000000,12.7800000,12.3140000,12.2330000,12.1410000,12.1900000,12.1700000,9.1250000,14.1240000,13.5711000
Kepler-124 c,0.156,0.01170,3.800000,0.000000,560,86.050,,420.0460000,15.5220000,14.4000000,12.7800000,12.3140000,12.2330000,12.1410000,12.1900000,12.1700000,9.1250000,14.1240000,13.5711000
Kepler-124 d,0.099,0.00444,5.670000,0.000000,428,86.470,,420.0460000,15.5220000,14.4000000,12.7800000,12.3140000,12.2330000,12.1410000,12.1900000,12.1700000,9.1250000,14.1240000,13.5711000
Kepler-1240 b,0.103,0.00505,5.780000,0.000000,1121,89.380,,862.1860000,14.9160000,14.0920000,12.7590000,12.4140000,12.3610000,12.2570000,12.2830000,11.7450000,8.7440000,13.9609000,13.4546000
Kepler-1241 b,0.235,0.02330,2.240000,0.000000,612,87.940,,968.7220000,16.1730000,15.8860000,14.2980000,13.8230000,13.7640000,13.7960000,13.9540000,12.2830000,8.8410000,15.6690000,15.1014000
Kepler-1242 b,0.202,0.01800,2.730000,0.000000,639,86.080,,687.6150000,17.0840000,15.7140000,13.9750000,13.3830000,13.3430000,13.1480000,13.1760000,12.3750000,9.3350000,15.4984000,14.8528000
Kepler-1243 b,0.156,0.01170,3.800000,0.000000,690,88.900,,758.1700000,15.6850000,14.8980000,13.6030000,13.2450000,13.1680000,13.1630000,13.2340000,12.9450000,9.5270000,14.8331000,14.3259000
Kepler-1244 b,0.120,0.00752,5.340000,0.000000,1839,90.000,,1075.8100000,13.4920000,12.4440000,11.5030000,11.3510000,11.2690000,11.2530000,11.2760000,11.2920000,9.3260000,12.3234000,11.9966000
Kepler-1245 b,0.128,0.00839,4.910000,0.000000,1043,85.650,,805.9360000,16.4500000,15.5820000,14.0010000,13.5700000,13.5190000,13.4290000,13.4900000,12.4100000,9.1290000,15.3721000,14.8180000
Kepler-1245 c,0.128,0.00839,4.910000,0.000000,1190,82.320,,805.9360000,16.4500000,15.5820000,14.0010000,13.5700000,13.5190000,13.4290000,13.4900000,12.4100000,9.1290000,15.3721000,14.8180000
Kepler-1246 b,0.121,0.00761,5.290000,0.000000,554,84.060,,436.5050000,16.7420000,15.2700000,13.2860000,12.6860000,12.5900000,12.5080000,12.5170000,12.5240000,9.0010000,15.0318000,14.3396000
Kepler-1247 b,0.208,0.01900,2.620000,0.000000,676,88.820,,1045.9200000,17.1490000,15.9250000,14.5340000,14.0690000,14.0690000,14.0290000,14.0710000,12.9000000,9.7360000,15.9013000,15.3437000
Kepler-1248 b,0.105,0.00553,5.890000,0.000000,1035,87.990,,593.0260000,13.6020000,12.9000000,11.7710000,11.5340000,11.4490000,11.4230000,11.4800000,11.3440000,9.1620000,12.9248000,12.5261000
Kepler-1249 b,0.212,0.01970,2.550000,0.000000,647,89.970,,1904.5400000,16.3650000,15.3910000,14.1670000,13.8730000,13.8280000,13.7820000,13.8650000,12.9910000,9.5010000,15.3518000,14.8733000
Kepler-125 b,0.211,0.01950,2.560000,0.000000,590,87.730,M1 V,183.3650000,16.7720000,15.4310000,12.4840000,11.8690000,11.6820000,11.5430000,11.5530000,11.1460000,9.0460000,14.7675000,13.7744000
Kepler-125 c,0.066,0.00104,4.470000,0.000000,529,88.940,M1 V,183.3650000,16.7720000,15.4310000,12.4840000,11.8690000,11.6820000,11.5430000,11.5530000,11.1460000,9.0460000,14.7675000,13.7744000
Kepler-1250 b,0.171,0.01370,3.380000,0.000000,1431,89.170,,2126.8500000,16.3860000,15.6930000,14.4320000,14.1400000,14.0080000,14.0250000,14.1340000,12.8580000,9.2980000,15.5694000,15.1009000
Kepler-1251 b,0.164,0.01270,3.560000,0.000000,487,88.010,,902.2040000,15.9590000,15.0240000,13.7240000,13.3590000,13.2690000,13.3180000,13.3510000,12.7360000,9.1030000,14.9391000,14.4392000
Kepler-1252 b,0.149,0.01080,4.050000,0.000000,665,86.090,,648.9790000,15.5680000,14.7430000,13.1590000,12.8160000,12.6900000,12.6420000,12.7080000,12.6070000,9.3090000,14.4946000,13.9410000
