# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Nov  4 14:52:22 2023
#
# User preference: *
#
# CONSTRAINT:  order by pl_name desc
#
# COLUMN pl_name:        Planet Name
# COLUMN disc_year:      Discovery Year
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,disc_year,pl_radj,pl_bmassj,pl_orbeccen,pl_eqt,sy_dist
Kepler-1747 b,2021,,,0.000000,875,1321.3800000
Kepler-1747 b,2021,,,0.000000,875,1321.3800000
Kepler-1747 b,2021,,,0.000000,821,1321.3800000
Kepler-1747 b,2021,,,0.000000,875,1321.3800000
Kepler-1747 b,2021,,,0.000000,875,1321.3800000
Kepler-1747 b,2021,,,,,1321.3800000
Kepler-1746 b,2021,,,0.000000,310,979.5410000
Kepler-1746 b,2021,,,0.000000,268,979.5410000
Kepler-1746 b,2021,0.797,,,,979.5410000
Kepler-1746 b,2021,,,0.000000,268,979.5410000
Kepler-1746 b,2021,,,0.000000,268,979.5410000
Kepler-1746 b,2021,,,,,979.5410000
Kepler-1746 b,2021,,,0.000000,300,979.5410000
Kepler-1745 b,2021,,,0.000000,1305,996.1050000
Kepler-1745 b,2021,,,0.000000,1295,996.1050000
Kepler-1745 b,2021,,,0.000000,1305,996.1050000
Kepler-1745 b,2021,,,,,996.1050000
Kepler-1745 b,2021,0.172,,,,996.1050000
Kepler-1745 b,2021,,,0.000000,1305,996.1050000
Kepler-1745 b,2021,,,0.000000,1449,996.1050000
Kepler-1744 b,2021,,,0.000000,532,1091.6300000
Kepler-1744 b,2021,,,0.000000,514,1091.6300000
Kepler-1744 b,2021,0.336,,,,1091.6300000
Kepler-1744 b,2021,,,0.000000,532,1091.6300000
Kepler-1744 b,2021,,,0.000000,532,1091.6300000
Kepler-1744 b,2021,,,,,1091.6300000
Kepler-1744 b,2021,,,,,1091.6300000
Kepler-1744 b,2021,,,0.000000,532,1091.6300000
Kepler-1743 b,2021,,,0.000000,1258,538.8070000
Kepler-1743 b,2021,,,0.000000,1144,538.8070000
Kepler-1743 b,2021,,,0.000000,1196,538.8070000
Kepler-1743 b,2021,,,0.000000,1258,538.8070000
Kepler-1743 b,2021,0.143,,,,538.8070000
Kepler-1743 b,2021,,,,,538.8070000
Kepler-1743 b,2021,,,0.000000,1258,538.8070000
Kepler-1743 b,2021,,,,,538.8070000
Kepler-1742 b,2021,,,0.000000,462,669.5730000
Kepler-1742 b,2021,,,0.000000,462,669.5730000
Kepler-1742 b,2021,,,,,669.5730000
Kepler-1742 b,2021,0.194,,,,669.5730000
Kepler-1742 b,2021,,,0.000000,464,669.5730000
Kepler-1742 b,2021,,,,,669.5730000
Kepler-1742 b,2021,,,0.000000,462,669.5730000
Kepler-1742 b,2021,,,0.000000,462,669.5730000
Kepler-1741 b,2021,0.114,,,,270.7390000
Kepler-1741 b,2021,,,0.000000,640,270.7390000
Kepler-1741 b,2021,,,0.000000,640,270.7390000
Kepler-1741 b,2021,,,,,270.7390000
Kepler-1741 b,2021,,,0.000000,640,270.7390000
Kepler-1741 b,2021,,,0.000000,615,270.7390000
Kepler-1741 b,2021,,,0.000000,720,270.7390000
Kepler-1740 b,2021,,,,,1061.7700000
Kepler-1740 b,2021,,,,,1061.7700000
Kepler-1740 b,2021,,,0.000000,918,1061.7700000
Kepler-1740 b,2021,,,0.000000,918,1061.7700000
Kepler-1740 b,2021,0.296,,,,1061.7700000
Kepler-1740 b,2021,,,0.000000,858,1061.7700000
Kepler-1740 b,2021,,,0.000000,805,1061.7700000
Kepler-1740 b,2021,,,0.000000,918,1061.7700000
Kepler-174 d,2014,,,,,384.7570000
Kepler-174 d,2014,,,,,384.7570000
Kepler-174 d,2014,,,0.000000,194,384.7570000
Kepler-174 d,2014,,,0.000000,212,384.7570000
Kepler-174 d,2014,,,,,384.7570000
Kepler-174 d,2014,,,0.000000,195,384.7570000
Kepler-174 d,2014,,,0.000000,194,384.7570000
Kepler-174 d,2014,0.195,,,,384.7570000
Kepler-174 d,2014,,,0.000000,194,384.7570000
Kepler-174 d,2014,0.211,,,,384.7570000
Kepler-174 d,2014,0.229,,,,384.7570000
Kepler-174 d,2014,,,,,384.7570000
Kepler-174 c,2014,,,,,384.7570000
Kepler-174 c,2014,,,0.000000,346,384.7570000
Kepler-174 c,2014,,,0.000000,346,384.7570000
Kepler-174 c,2014,0.156,,,,384.7570000
Kepler-174 c,2014,,,0.000000,346,384.7570000
Kepler-174 c,2014,,,0.000000,347,384.7570000
Kepler-174 c,2014,0.145,,,,384.7570000
Kepler-174 c,2014,0.133,,,,384.7570000
Kepler-174 c,2014,,,,,384.7570000
Kepler-174 c,2014,,,,,384.7570000
Kepler-174 c,2014,,,,,384.7570000
Kepler-174 c,2014,,,0.000000,377,384.7570000
Kepler-174 b,2014,0.191,,,,384.7570000
Kepler-174 b,2014,,,0.000000,508,384.7570000
Kepler-174 b,2014,,,0.000000,507,384.7570000
Kepler-174 b,2014,,,0.000000,507,384.7570000
Kepler-174 b,2014,,,,,384.7570000
Kepler-174 b,2014,,,,,384.7570000
Kepler-174 b,2014,,,0.000000,507,384.7570000
Kepler-174 b,2014,,,,,384.7570000
Kepler-174 b,2014,,,0.000000,553,384.7570000
Kepler-174 b,2014,0.175,,,,384.7570000
Kepler-174 b,2014,0.210,,,,384.7570000
Kepler-1739 b,2021,,,,,783.6660000
Kepler-1739 b,2021,0.217,,,,783.6660000
Kepler-1739 b,2021,,,0.000000,838,783.6660000
Kepler-1739 b,2021,,,0.000000,839,783.6660000
Kepler-1739 b,2021,,,0.000000,886,783.6660000
Kepler-1739 b,2021,,,0.000000,838,783.6660000
Kepler-1739 b,2021,,,0.000000,838,783.6660000
Kepler-1739 b,2021,,,,,783.6660000
Kepler-1738 b,2021,,,0.000000,957,1302.8700000
Kepler-1738 b,2021,,,0.000000,957,1302.8700000
Kepler-1738 b,2021,,,0.000000,934,1302.8700000
Kepler-1738 b,2021,,,0.000000,957,1302.8700000
Kepler-1738 b,2021,,,,,1302.8700000
Kepler-1738 b,2021,0.252,,,,1302.8700000
Kepler-1738 b,2021,,,0.000000,957,1302.8700000
Kepler-1737 b,2021,,,0.000000,383,
Kepler-1737 b,2021,,,,,
Kepler-1737 b,2021,,,0.000000,383,
Kepler-1737 b,2021,0.481,,,,
Kepler-1737 b,2021,,,,,
Kepler-1737 b,2021,,,0.000000,383,
Kepler-1737 b,2021,,,0.000000,383,
Kepler-1737 b,2021,,,0.000000,345,
Kepler-1736 b,2021,,,,,1430.0000000
Kepler-1736 b,2021,0.346,,,,1430.0000000
Kepler-1736 b,2021,,,0.000000,566,1430.0000000
Kepler-1736 b,2021,,,,,1430.0000000
Kepler-1736 b,2021,,,0.000000,569,1430.0000000
Kepler-1736 b,2021,,,0.000000,566,1430.0000000
Kepler-1736 b,2021,,,0.000000,566,1430.0000000
Kepler-1736 b,2021,,,0.000000,566,1430.0000000
Kepler-1735 b,2021,,,0.000000,502,245.3030000
Kepler-1735 b,2021,0.107,,,,245.3030000
Kepler-1735 b,2021,,,0.000000,519,245.3030000
Kepler-1735 b,2021,,,0.000000,502,245.3030000
Kepler-1735 b,2021,,,,,245.3030000
Kepler-1735 b,2021,,,0.000000,502,245.3030000
Kepler-1735 b,2021,,,0.000000,502,245.3030000
Kepler-1734 b,2021,,,0.000000,985,1482.8300000
Kepler-1734 b,2021,,,0.000000,985,1482.8300000
Kepler-1734 b,2021,,,0.000000,985,1482.8300000
Kepler-1734 b,2021,,,,,1482.8300000
Kepler-1734 b,2021,,,,,1482.8300000
Kepler-1734 b,2021,,,0.000000,985,1482.8300000
Kepler-1734 b,2021,0.276,,,,1482.8300000
Kepler-1734 b,2021,,,0.000000,976,1482.8300000
Kepler-1733 b,2021,,,,,2080.5100000
Kepler-1733 b,2021,,,0.000000,959,2080.5100000
Kepler-1733 b,2021,0.324,,,,2080.5100000
Kepler-1733 b,2021,,,0.000000,982,2080.5100000
Kepler-1733 b,2021,,,0.000000,959,2080.5100000
Kepler-1733 b,2021,,,0.000000,1021,2080.5100000
Kepler-1733 b,2021,,,0.000000,959,2080.5100000
Kepler-1732 b,2021,,,0.000000,582,1289.4100000
Kepler-1732 b,2021,0.366,,,,1289.4100000
Kepler-1732 b,2021,,,,,1289.4100000
Kepler-1732 b,2021,,,0.000000,699,1289.4100000
Kepler-1732 b,2021,,,0.000000,582,1289.4100000
Kepler-1732 b,2021,,,,,1289.4100000
Kepler-1732 b,2021,,,0.000000,576,1289.4100000
Kepler-1732 b,2021,,,0.000000,582,1289.4100000
Kepler-1731 b,2021,,,0.000000,498,169.9480000
Kepler-1731 b,2021,0.262,,,,169.9480000
Kepler-1731 b,2021,,,,,169.9480000
Kepler-1731 b,2021,,,0.000000,493,169.9480000
Kepler-1731 b,2021,,,0.000000,486,169.9480000
Kepler-1731 b,2021,,,0.000000,498,169.9480000
Kepler-1731 b,2021,,,0.000000,498,169.9480000
Kepler-1730 b,2021,,,0.000000,820,1427.0800000
Kepler-1730 b,2021,,,0.000000,833,1427.0800000
Kepler-1730 b,2021,,,,,1427.0800000
Kepler-1730 b,2021,0.400,,,,1427.0800000
Kepler-1730 b,2021,,,0.000000,833,1427.0800000
Kepler-1730 b,2021,,,0.000000,833,1427.0800000
Kepler-1730 b,2021,,,,,1427.0800000
Kepler-1730 b,2021,,,0.000000,833,1427.0800000
Kepler-173 c,2014,,,0.000000,956,833.1650000
Kepler-173 c,2014,,,,,833.1650000
Kepler-173 c,2014,,,,,833.1650000
Kepler-173 c,2014,,,,,833.1650000
Kepler-173 c,2014,,,0.000000,993,833.1650000
Kepler-173 c,2014,0.248,,,,833.1650000
Kepler-173 c,2014,,,0.000000,956,833.1650000
Kepler-173 c,2014,0.217,,,,833.1650000
Kepler-173 c,2014,,,0.000000,956,833.1650000
Kepler-173 c,2014,,,0.000000,956,833.1650000
Kepler-173 c,2014,0.247,,,,833.1650000
Kepler-173 b,2014,,,0.000000,1179,833.1650000
Kepler-173 b,2014,,,,,833.1650000
Kepler-173 b,2014,,,0.000000,1179,833.1650000
Kepler-173 b,2014,,,0.000000,1232,833.1650000
Kepler-173 b,2014,,,,,833.1650000
Kepler-173 b,2014,0.133,,,,833.1650000
Kepler-173 b,2014,0.135,,,,833.1650000
Kepler-173 b,2014,,,0.000000,1179,833.1650000
Kepler-173 b,2014,,,0.000000,1179,833.1650000
Kepler-173 b,2014,0.115,,,,833.1650000
Kepler-1729 b,2021,,,0.000000,691,576.1810000
Kepler-1729 b,2021,,,,,576.1810000
Kepler-1729 b,2021,,,,,576.1810000
Kepler-1729 b,2021,,,0.000000,600,576.1810000
Kepler-1729 b,2021,0.347,,,,576.1810000
Kepler-1729 b,2021,,,0.000000,600,576.1810000
Kepler-1729 b,2021,,,0.000000,595,576.1810000
Kepler-1729 b,2021,,,0.000000,600,576.1810000
Kepler-1728 b,2021,,,0.000000,886,651.7830000
Kepler-1728 b,2021,,,,,651.7830000
Kepler-1728 b,2021,,,0.000000,864,651.7830000
Kepler-1728 b,2021,0.264,,,,651.7830000
Kepler-1728 b,2021,,,0.000000,886,651.7830000
Kepler-1728 b,2021,,,,,651.7830000
Kepler-1728 b,2021,,,0.000000,886,651.7830000
Kepler-1728 b,2021,,,0.000000,886,651.7830000
Kepler-1727 b,2021,,,,,894.1870000
Kepler-1727 b,2021,0.283,,,,894.1870000
Kepler-1727 b,2021,,,0.000000,757,894.1870000
Kepler-1727 b,2021,,,0.000000,757,894.1870000
Kepler-1727 b,2021,,,,,894.1870000
Kepler-1727 b,2021,,,0.000000,757,894.1870000
Kepler-1727 b,2021,,,0.000000,757,894.1870000
Kepler-1727 b,2021,,,0.000000,756,894.1870000
Kepler-1726 b,2021,,,,,390.5520000
Kepler-1726 b,2021,0.224,,,,390.5520000
Kepler-1726 b,2021,,,0.000000,630,390.5520000
Kepler-1726 b,2021,,,0.000000,629,390.5520000
Kepler-1726 b,2021,,,0.000000,630,390.5520000
Kepler-1726 b,2021,,,0.000000,630,390.5520000
Kepler-1726 b,2021,,,0.000000,582,390.5520000
Kepler-1726 b,2021,,,,,390.5520000
Kepler-1725 b,2021,,,,,558.6520000
Kepler-1725 b,2021,,,0.000000,749,558.6520000
Kepler-1725 b,2021,,,,,558.6520000
Kepler-1725 b,2021,,,0.000000,749,558.6520000
Kepler-1725 b,2021,,,0.000000,782,558.6520000
Kepler-1725 b,2021,0.251,,,,558.6520000
Kepler-1725 b,2021,,,0.000000,749,558.6520000
Kepler-1725 b,2021,,,0.000000,767,558.6520000
Kepler-1724 b,2021,,,0.000000,999,1060.7700000
Kepler-1724 b,2021,,,0.000000,999,1060.7700000
Kepler-1724 b,2021,,,0.000000,999,1060.7700000
Kepler-1724 b,2021,,,0.000000,1010,1060.7700000
Kepler-1724 b,2021,,,0.000000,999,1060.7700000
Kepler-1724 b,2021,0.253,,,,1060.7700000
Kepler-1724 b,2021,,,,,1060.7700000
Kepler-1724 b,2021,,,,,1060.7700000
Kepler-1723 b,2021,0.257,,,,811.2780000
Kepler-1723 b,2021,,,0.000000,568,811.2780000
Kepler-1723 b,2021,,,,,811.2780000
Kepler-1723 b,2021,,,0.000000,576,811.2780000
Kepler-1723 b,2021,,,0.000000,568,811.2780000
Kepler-1723 b,2021,,,0.000000,568,811.2780000
Kepler-1723 b,2021,,,0.000000,568,811.2780000
Kepler-1723 b,2021,,,,,811.2780000
Kepler-1722 b,2021,,,,,772.2830000
Kepler-1722 b,2021,,,0.000000,755,772.2830000
Kepler-1722 b,2021,,,0.000000,758,772.2830000
Kepler-1722 b,2021,,,0.000000,758,772.2830000
Kepler-1722 b,2021,0.256,,,,772.2830000
Kepler-1722 b,2021,,,0.000000,758,772.2830000
Kepler-1722 b,2021,,,,,772.2830000
Kepler-1722 b,2021,,,0.000000,753,772.2830000
Kepler-1721 b,2021,,,0.000000,927,641.3740000
Kepler-1721 b,2021,,,0.000000,927,641.3740000
Kepler-1721 b,2021,,,0.000000,899,641.3740000
Kepler-1721 b,2021,0.278,,,,641.3740000
Kepler-1721 b,2021,,,,,641.3740000
Kepler-1721 b,2021,,,0.000000,924,641.3740000
Kepler-1721 b,2021,,,0.000000,927,641.3740000
Kepler-1721 b,2021,,,,,641.3740000
Kepler-1720 b,2021,,,,,629.4450000
Kepler-1720 b,2021,,,0.000000,683,629.4450000
Kepler-1720 b,2021,,,0.000000,703,629.4450000
Kepler-1720 b,2021,,,0.000000,703,629.4450000
Kepler-1720 b,2021,,,0.000000,703,629.4450000
Kepler-1720 b,2021,,,,,629.4450000
Kepler-1720 b,2021,0.287,,,,629.4450000
Kepler-1720 b,2021,,,0.000000,697,629.4450000
Kepler-172 e,2014,,,0.000000,540,828.5920000
Kepler-172 e,2014,,,0.000000,549,828.5920000
Kepler-172 e,2014,0.220,,,,828.5920000
Kepler-172 e,2014,,,0.000000,549,828.5920000
Kepler-172 e,2014,,,,,828.5920000
Kepler-172 e,2014,0.246,,,,828.5920000
Kepler-172 e,2014,,,0.000000,549,828.5920000
Kepler-172 e,2014,,,,,828.5920000
Kepler-172 e,2014,0.293,,,,828.5920000
Kepler-172 e,2014,,,0.000000,550,828.5920000
Kepler-172 d,2014,,,0.000000,735,828.5920000
Kepler-172 d,2014,,,0.000000,735,828.5920000
Kepler-172 d,2014,,,,,828.5920000
Kepler-172 d,2014,0.201,,,,828.5920000
Kepler-172 d,2014,,,0.000000,735,828.5920000
Kepler-172 d,2014,0.201,,,,828.5920000
Kepler-172 d,2014,,,,,828.5920000
Kepler-172 d,2014,,,,,828.5920000
Kepler-172 d,2014,,,0.000000,723,828.5920000
Kepler-172 d,2014,,,0.000000,736,828.5920000
Kepler-172 d,2014,0.243,,,,828.5920000
Kepler-172 c,2014,0.255,,,,828.5920000
Kepler-172 c,2014,,,,,828.5920000
Kepler-172 c,2014,0.210,,,,828.5920000
Kepler-172 c,2014,,,0.000000,970,828.5920000
Kepler-172 c,2014,,,0.000000,968,828.5920000
Kepler-172 c,2014,0.260,,,,828.5920000
Kepler-172 c,2014,,,0.000000,968,828.5920000
Kepler-172 c,2014,,,,,828.5920000
Kepler-172 c,2014,,,,,828.5920000
Kepler-172 c,2014,,,0.000000,952,828.5920000
Kepler-172 c,2014,,,0.000000,968,828.5920000
Kepler-172 b,2014,0.210,,,,828.5920000
Kepler-172 b,2014,,,0.000000,1253,828.5920000
Kepler-172 b,2014,0.233,,,,828.5920000
Kepler-172 b,2014,,,0.000000,1253,828.5920000
Kepler-172 b,2014,,,0.000000,1253,828.5920000
Kepler-172 b,2014,,,0.000000,1236,828.5920000
Kepler-172 b,2014,,,,,828.5920000
Kepler-172 b,2014,0.202,,,,828.5920000
Kepler-172 b,2014,,,,,828.5920000
Kepler-172 b,2014,,,0.000000,1256,828.5920000
Kepler-172 b,2014,,,,,828.5920000
Kepler-1719 b,2021,,,0.000000,1287,905.4060000
Kepler-1719 b,2021,,,0.000000,1287,905.4060000
Kepler-1719 b,2021,,,,,905.4060000
Kepler-1719 b,2021,,,0.000000,1214,905.4060000
Kepler-1719 b,2021,0.352,,,,905.4060000
Kepler-1719 b,2021,,,0.000000,1287,905.4060000
Kepler-1719 b,2021,,,0.000000,1287,905.4060000
Kepler-1719 b,2021,,,,,905.4060000
Kepler-1718 b,2021,,,0.000000,345,375.5220000
Kepler-1718 b,2021,,,0.000000,344,375.5220000
Kepler-1718 b,2021,,,0.000000,363,375.5220000
Kepler-1718 b,2021,,,,,375.5220000
Kepler-1718 b,2021,,,0.000000,363,375.5220000
Kepler-1718 b,2021,,,,,375.5220000
Kepler-1718 b,2021,,,0.000000,363,375.5220000
Kepler-1718 b,2021,0.229,,,,375.5220000
Kepler-1717 b,2021,,,,,1008.7900000
Kepler-1717 b,2021,0.267,,,,1008.7900000
Kepler-1717 b,2021,,,0.000000,771,1008.7900000
Kepler-1717 b,2021,,,0.000000,751,1008.7900000
Kepler-1717 b,2021,,,0.000000,771,1008.7900000
Kepler-1717 b,2021,,,0.000000,771,1008.7900000
Kepler-1717 b,2021,,,,,1008.7900000
Kepler-1717 b,2021,,,0.000000,780,1008.7900000
Kepler-1716 b,2021,,,0.000000,403,195.4390000
Kepler-1716 b,2021,,,0.000000,403,195.4390000
Kepler-1716 b,2021,0.216,,,,195.4390000
Kepler-1716 b,2021,,,0.000000,392,195.4390000
Kepler-1716 b,2021,,,,,195.4390000
Kepler-1716 b,2021,,,0.000000,403,195.4390000
Kepler-1716 b,2021,,,,,195.4390000
Kepler-1716 b,2021,,,0.000000,408,195.4390000
Kepler-1715 b,2021,,,,,522.6050000
Kepler-1715 b,2021,,,0.000000,613,522.6050000
Kepler-1715 b,2021,,,0.000000,643,522.6050000
Kepler-1715 b,2021,0.369,,,,522.6050000
Kepler-1715 b,2021,,,0.000000,613,522.6050000
Kepler-1715 b,2021,,,0.000000,646,522.6050000
Kepler-1715 b,2021,,,0.000000,613,522.6050000
Kepler-1715 b,2021,,,,,522.6050000
Kepler-1714 b,2021,,,,,409.4600000
Kepler-1714 b,2021,,,0.000000,1219,409.4600000
Kepler-1714 b,2021,,,0.000000,1211,409.4600000
Kepler-1714 b,2021,0.291,,,,409.4600000
Kepler-1714 b,2021,,,0.000000,1219,409.4600000
Kepler-1714 b,2021,,,,,409.4600000
Kepler-1714 b,2021,,,0.000000,1163,409.4600000
Kepler-1714 b,2021,,,0.000000,1219,409.4600000
Kepler-1713 b,2021,,,0.000000,893,295.2930000
Kepler-1713 b,2021,,,0.000000,826,295.2930000
Kepler-1713 b,2021,,,0.000000,893,295.2930000
Kepler-1713 b,2021,,,0.000000,893,295.2930000
Kepler-1713 b,2021,,,0.000000,900,295.2930000
Kepler-1713 b,2021,,,,,295.2930000
Kepler-1713 b,2021,,,,,295.2930000
Kepler-1713 b,2021,0.153,,,,295.2930000
Kepler-1712 b,2021,0.204,,,,156.2640000
Kepler-1712 b,2021,,,0.000000,385,156.2640000
Kepler-1712 b,2021,,,,,156.2640000
Kepler-1712 b,2021,,,0.000000,413,156.2640000
Kepler-1712 b,2021,,,,,156.2640000
Kepler-1712 b,2021,,,0.000000,385,156.2640000
Kepler-1712 b,2021,,,0.000000,385,156.2640000
Kepler-1712 b,2021,,,0.000000,391,156.2640000
Kepler-1711 b,2021,,,0.000000,685,590.2680000
Kepler-1711 b,2021,,,0.000000,669,590.2680000
Kepler-1711 b,2021,,,0.000000,685,590.2680000
Kepler-1711 b,2021,,,0.000000,685,590.2680000
Kepler-1711 b,2021,,,0.000000,678,590.2680000
Kepler-1711 b,2021,,,,,590.2680000
Kepler-1711 b,2021,,,,,590.2680000
Kepler-1711 b,2021,0.172,,,,590.2680000
Kepler-1710 b,2021,,,0.000000,703,305.1930000
Kepler-1710 b,2021,,,0.000000,676,305.1930000
Kepler-1710 b,2021,,,,,305.1930000
Kepler-1710 b,2021,,,,,305.1930000
Kepler-1710 b,2021,,,0.000000,694,305.1930000
Kepler-1710 b,2021,,,0.000000,676,305.1930000
Kepler-1710 b,2021,0.285,,,,305.1930000
Kepler-1710 b,2021,,,0.000000,676,305.1930000
Kepler-171 d,2014,,,,,863.8550000
Kepler-171 d,2014,,,0.000000,483,863.8550000
Kepler-171 d,2014,0.169,,,,863.8550000
Kepler-171 d,2014,,,0.000000,497,863.8550000
Kepler-171 d,2014,,,,,863.8550000
Kepler-171 d,2014,,,0.000000,480,863.8550000
Kepler-171 d,2014,,,0.000000,483,863.8550000
Kepler-171 d,2014,0.211,,,,863.8550000
Kepler-171 d,2014,0.197,,,,863.8550000
Kepler-171 d,2014,,,,,863.8550000
Kepler-171 d,2014,,,0.000000,483,863.8550000
Kepler-171 c,2014,,,0.000000,752,863.8550000
Kepler-171 c,2014,,,,,863.8550000
Kepler-171 c,2014,,,,,863.8550000
Kepler-171 c,2014,,,0.000000,731,863.8550000
Kepler-171 c,2014,0.266,,,,863.8550000
Kepler-171 c,2014,0.307,,,,863.8550000
Kepler-171 c,2014,,,0.000000,731,863.8550000
Kepler-171 c,2014,,,0.000000,731,863.8550000
Kepler-171 c,2014,,,,,863.8550000
Kepler-171 c,2014,,,0.000000,727,863.8550000
Kepler-171 c,2014,0.228,,,,863.8550000
Kepler-171 b,2014,,,0.000000,1024,863.8550000
Kepler-171 b,2014,,,,,863.8550000
Kepler-171 b,2014,0.243,,,,863.8550000
Kepler-171 b,2014,,,0.000000,1024,863.8550000
Kepler-171 b,2014,,,0.000000,1012,863.8550000
Kepler-171 b,2014,0.285,,,,863.8550000
Kepler-171 b,2014,,,,,863.8550000
Kepler-171 b,2014,0.209,,,,863.8550000
Kepler-171 b,2014,,,0.000000,1053,863.8550000
Kepler-171 b,2014,,,0.000000,1024,863.8550000
Kepler-171 b,2014,,,,,863.8550000
Kepler-1709 b,2021,,,0.000000,469,273.9460000
Kepler-1709 b,2021,,,0.000000,472,273.9460000
Kepler-1709 b,2021,,,0.000000,454,273.9460000
Kepler-1709 b,2021,,,0.000000,454,273.9460000
Kepler-1709 b,2021,,,,,273.9460000
Kepler-1709 b,2021,0.279,,,,273.9460000
Kepler-1709 b,2021,,,,,273.9460000
Kepler-1709 b,2021,,,0.000000,454,273.9460000
Kepler-1708 b,2021,0.889,4.60000,0.400000,,1666.6900000
Kepler-1705 c,2021,0.183,0.01705,0.028000,,1633.4900000
Kepler-1705 b,2014,,,0.000000,789,1633.4900000
Kepler-1705 b,2014,,,,,1633.4900000
Kepler-1705 b,2014,0.181,0.01406,0.033000,,1633.4900000
Kepler-1705 b,2014,,,0.000000,789,1633.4900000
Kepler-1704 b,2013,,,,,835.4550000
Kepler-1704 b,2013,,,0.000000,223,835.4550000
Kepler-1704 b,2013,1.066,4.16000,0.920000,254,835.4550000
Kepler-1704 b,2013,,,0.000000,223,835.4550000
Kepler-1704 b,2013,,,0.000000,258,835.4550000
Kepler-1702 b,2020,,,0.000000,557,857.1400000
Kepler-1702 b,2020,0.143,,,,857.1400000
Kepler-1702 b,2020,,,0.000000,555,857.1400000
Kepler-1702 b,2020,,,,,857.1400000
Kepler-1702 b,2020,,,0.000000,557,857.1400000
Kepler-1702 b,2020,,,0.000000,557,857.1400000
Kepler-1701 b,2020,,,,,584.1420000
Kepler-1701 b,2020,0.198,,,,584.1420000
Kepler-1701 b,2020,,,0.000000,278,584.1420000
Kepler-1701 b,2020,,,0.000000,273,584.1420000
Kepler-1701 b,2020,,,,,584.1420000
Kepler-1701 b,2020,,,0.000000,278,584.1420000
Kepler-1701 b,2020,,,0.000000,278,584.1420000
Kepler-1700 b,2020,,,,,717.5970000
Kepler-1700 b,2020,,,0.000000,335,717.5970000
Kepler-1700 b,2020,,,0.000000,335,717.5970000
Kepler-1700 b,2020,,,0.000000,329,717.5970000
Kepler-1700 b,2020,,,0.000000,335,717.5970000
Kepler-1700 b,2020,0.259,,,,717.5970000
Kepler-1700 b,2020,,,,,717.5970000
Kepler-170 c,2014,,,0.000000,685,738.6570000
Kepler-170 c,2014,0.255,,,,738.6570000
Kepler-170 c,2014,,,0.000000,685,738.6570000
Kepler-170 c,2014,,,0.000000,704,738.6570000
Kepler-170 c,2014,,,,,738.6570000
Kepler-170 c,2014,,,,,738.6570000
Kepler-170 c,2014,,,,,738.6570000
Kepler-170 c,2014,,,0.000000,702,738.6570000
Kepler-170 c,2014,,,0.000000,685,738.6570000
Kepler-170 c,2014,0.244,,,,738.6570000
Kepler-170 c,2014,,,,,738.6570000
Kepler-170 c,2014,0.247,,,,738.6570000
Kepler-170 b,2014,,,,,738.6570000
Kepler-170 b,2014,,,0.000000,878,738.6570000
Kepler-170 b,2014,0.275,0.26000,,,738.6570000
Kepler-170 b,2014,,,,,738.6570000
Kepler-170 b,2014,,,0.000000,899,738.6570000
Kepler-170 b,2014,,,0.000000,878,738.6570000
Kepler-170 b,2014,0.262,,,,738.6570000
Kepler-170 b,2014,0.265,,,,738.6570000
Kepler-170 b,2014,,,0.000000,901,738.6570000
Kepler-170 b,2014,0.285,,,,738.6570000
Kepler-170 b,2014,,,,,738.6570000
Kepler-170 b,2014,,,0.000000,878,738.6570000
Kepler-17 b,2011,,,0.000000,1561,720.7530000
Kepler-17 b,2011,,,0.000000,1562,720.7530000
Kepler-17 b,2011,1.326,,,1595,720.7530000
Kepler-17 b,2011,1.330,2.47000,0.020000,,720.7530000
Kepler-17 b,2011,1.310,2.45000,0.011000,1570,720.7530000
Kepler-17 b,2011,1.310,2.34000,,1712,720.7530000
Kepler-17 b,2011,,,,,720.7530000
Kepler-17 b,2011,,,,,720.7530000
Kepler-17 b,2011,1.307,,,,720.7530000
Kepler-17 b,2011,,,0.000000,1561,720.7530000
Kepler-17 b,2011,1.279,,,,720.7530000
Kepler-17 b,2011,,,0.000000,1561,720.7530000
Kepler-17 b,2011,,,,,720.7530000
Kepler-17 b,2011,,,0.000000,1621,720.7530000
Kepler-1699 b,2020,,,0.000000,1010,818.7590000
Kepler-1699 b,2020,,,0.000000,1013,818.7590000
Kepler-1699 b,2020,0.140,,,,818.7590000
Kepler-1699 b,2020,,,0.000000,1013,818.7590000
Kepler-1699 b,2020,,,0.000000,1013,818.7590000
Kepler-1699 b,2020,,,,,818.7590000
Kepler-1699 b,2020,,,,,818.7590000
Kepler-1698 b,2020,,,,,222.3450000
Kepler-1698 b,2020,0.096,,,,222.3450000
Kepler-1698 b,2020,,,0.000000,1356,222.3450000
Kepler-1698 b,2020,,,,,222.3450000
Kepler-1698 b,2020,,,0.000000,1356,222.3450000
Kepler-1698 b,2020,,,0.000000,1351,222.3450000
Kepler-1698 b,2020,,,0.000000,1356,222.3450000
